target,scenario,set,model,fold,n,mae,mae_lo,mae_hi,rmse,mae_persistence,skill_vs_persistence,skill_lo,skill_hi,dm_stat,dm_p
toc,lab_known,A,hgb,test2024,112,0.09485551434218333,0.05200741015077781,0.17106250297885073,0.18564750135601904,0.08303571428571428,-0.14234597917468106,-0.5751507939582668,0.009909436654868296,1.6363988438186572,0.10458848171259735
toc,lab_known,A,hgb,test2025,205,0.058775569521637754,0.048715949881187055,0.07430618912699201,0.08871545708792113,0.04634146341463411,-0.26831492125639467,-0.3496881369914015,-0.17685084006049298,4.791294502369848,3.1855018703371264e-06
toc,lab_known,A,hgb,test2026,131,0.08155795386631684,0.046289536873364345,0.11379830095493654,0.17218869211558097,0.07022900763358775,-0.16131434309646875,-0.23705322578801236,-0.10339528396260712,3.997936748575958,0.00010652555655846701
toc,lab_known,A,hgb,POOLED,633,0.08316311224310569,0.06386846296586009,0.10595051178690428,0.19322099778202415,0.07266982622432858,-0.1443967402149111,-0.22966844589300295,-0.07369677071612227,5.729261597944022,1.5615013677544892e-08
toc,lab_known,AB,ridge,test2023,185,0.09692807063520309,0.05897310855800569,0.16071551192848668,0.2568170898385627,0.0972972972972973,0.0037948295826349954,-0.1035343235457814,0.13367669743082647,-0.05304440583501088,0.9577540725254993
toc,lab_known,AB,ridge,test2024,112,0.11488596063692935,0.05782794890203168,0.20536000870857726,0.202716744074382,0.08303571428571428,-0.3835728592834504,-0.9140087454986144,-0.07715658233372359,1.8494749748210941,0.06704966571778373
toc,lab_known,AB,ridge,test2025,205,0.0541006798553306,0.04644916982949767,0.0650127155761256,0.07669197549522064,0.04634146341463411,-0.16743572319397693,-0.26090435694311154,-0.04508342019174651,3.299426300842028,0.0011432779158025836
toc,lab_known,AB,ridge,test2026,131,0.08453587718653854,0.05779666164947152,0.11490484327082666,0.16323043644806695,0.07022900763358775,-0.20371738167788656,-0.5235795490552281,-0.10569357283180499,4.791223549734025,4.451560035568178e-06
toc,lab_known,AB,ridge,POOLED,633,0.08367102676244546,0.06352759800487294,0.10827203950741553,0.18429808829765126,0.07266982622432858,-0.1513860856658258,-0.2852605433058955,-0.058569312311098305,3.1242426414851425,0.0018642326803197144
toc,lab_known,AB,rf,test2023,185,0.1018527727635527,0.064570221853493,0.16213880371836834,0.27122058567685015,0.0972972972972973,-0.04682016451429161,-0.1550878803634627,0.020168777964163827,1.5312093623801253,0.12743511893293705
toc,lab_known,AB,rf,test2024,112,0.10017797446171137,0.04523393140622835,0.19922039192266108,0.20391791468544979,0.08303571428571428,-0.20644442362491122,-0.7200267619447408,0.05010037098761707,1.0713213037554075,0.28634883820985246
toc,lab_known,AB,rf,test2025,205,0.05294050647810637,0.04372154953953008,0.06907120662257427,0.08334796992825243,0.04634146341463411,-0.14240040294861211,-0.26323705967349487,-0.05563616153123603,2.5100290793297093,0.012849118740555016
toc,lab_known,AB,rf,test2026,131,0.07490152936176048,0.04308816162562238,0.10705869394161906,0.16852342924989958,0.07022900763358775,-0.06653264634680744,-0.14348951282143174,-0.03707271910058399,4.0968252152825455,7.32266205897151e-05
toc,lab_known,AB,rf,POOLED,633,0.08013838906061824,0.060151827280302994,0.10521403822394479,0.19231065369623193,0.07266982622432858,-0.10277391902981203,-0.2098635986339276,-0.030374124191973766,2.511380005627173,0.012274315858930906
toc,lab_known,AB,hgb,test2023,185,0.1035673305259501,0.0639346066239095,0.168549767423627,0.27702451578258347,0.0972972972972973,-0.06444200818337609,-0.15779527140386823,-0.01271964449605212,2.681974776361786,0.007984859348538162
toc,lab_known,AB,hgb,test2024,112,0.09988024576376352,0.05264382996844771,0.17999548197466833,0.18785259390582323,0.08303571428571428,-0.20285887371414124,-0.586447391600747,0.0015801784350568512,1.6612773737941082,0.09947974062111904
toc,lab_known,AB,hgb,test2025,205,0.056172199721665685,0.04729726610449806,0.07037332569325065,0.08174864247779044,0.04634146341463411,-0.21213694136226047,-0.2733161658889329,-0.13845440111176294,5.562539772547952,8.282805139956109e-08
toc,lab_known,AB,hgb,test2026,131,0.07969094711496172,0.047534872845820045,0.11119105101991048,0.16996367779994628,0.07022900763358775,-0.1347297904413034,-0.2800616044680123,-0.07522760097712172,4.847682295488461,3.5018641755470444e-06
toc,lab_known,AB,hgb,POOLED,633,0.08262457928569311,0.06363907476163447,0.10599970148669166,0.19187264279267774,0.07266982622432858,-0.136986058431386,-0.22268981446807118,-0.0752576110641154,5.322255569535493,1.4253503220143048e-07
toc,lab_known,ABC,ridge,test2023,185,0.10117178922342307,0.06058221888729199,0.16825047716198793,0.2556778550334906,0.0972972972972973,-0.0398211670185149,-0.17239992337751006,0.10525670008496123,0.4771845403699847,0.6337970069969614
toc,lab_known,ABC,ridge,test2024,112,0.12680403234696122,0.06452394560218107,0.2340237906837604,0.2251120526358418,0.08303571428571428,-0.5271023250386728,-1.2512286535236157,-0.16466171227307994,2.044142876731915,0.043306097026032046
toc,lab_known,ABC,ridge,test2025,205,0.05888484420968972,0.049761091161311,0.07355776552884492,0.08269387096217265,0.04634146341463411,-0.2706729539985686,-0.3926055685573321,-0.1477889232048029,4.302323690997081,2.6208264074467155e-05
toc,lab_known,ABC,ridge,test2026,131,0.09139773322037172,0.06525302293386787,0.12102765909553057,0.16607573098147985,0.07022900763358775,-0.30142424476833707,-0.7214484581433966,-0.1603087756201972,6.16210600065142,8.363626845186956e-09
toc,lab_known,ABC,ridge,POOLED,633,0.08998946089107111,0.06833851647491927,0.11714107085964956,0.18972122048202708,0.07266982622432858,-0.23833323356626157,-0.4021500594581956,-0.12125906978627417,3.8944270838182447,0.00010890967893025385
toc,lab_known,ABC,rf,test2023,185,0.10089537616447652,0.0634826769422977,0.16144269149833462,0.2708528175195322,0.0972972972972973,-0.036980255023786546,-0.14474044096677266,0.03245567499281507,1.111665864060241,0.2677322599527734
toc,lab_known,ABC,rf,test2024,112,0.10898692979254622,0.04620240514997289,0.2207032912524864,0.21863759084634943,0.08303571428571428,-0.3125307673941051,-0.9471370221935969,0.0036519838162162627,1.2843711625287242,0.20168625269065113
toc,lab_known,ABC,rf,test2025,205,0.053058564805584456,0.04435795847662611,0.06804865961050088,0.08061865982707012,0.04634146341463411,-0.1449479773836655,-0.23554029570397808,-0.07513005827171552,3.07815913765194,0.0023691161757357256
toc,lab_known,ABC,rf,test2026,131,0.07497785798759861,0.04337342347821949,0.10695272634504184,0.16850261832497088,0.07022900763358775,-0.0676194996060242,-0.14360333344127962,-0.03937824581647424,4.804477122531277,4.208401383663204e-06
toc,lab_known,ABC,rf,POOLED,633,0.08147122576416045,0.06035876295913383,0.10794268444038968,0.19462594347147008,0.07266982622432858,-0.12111491105899086,-0.2555046439036451,-0.038733411095975445,2.310820610450364,0.02116375472817275
toc,lab_known,ABC,hgb,test2023,185,0.10238153897460789,0.06344147578749328,0.16702999284396342,0.2790761675240566,0.0972972972972973,-0.052254706127914385,-0.13854350082392522,-0.002871950279194089,2.094084647841797,0.037622375145514086
toc,lab_known,ABC,hgb,test2024,112,0.09839459824818807,0.05367493067399169,0.17479364889088903,0.18497560708063138,0.08303571428571428,-0.1849672047093618,-0.5622792510812917,0.005990761860619465,1.74294709608252,0.08411208944944383
toc,lab_known,ABC,hgb,test2025,205,0.05677521146710719,0.047403230801045505,0.07158508550371728,0.08238005807326057,0.04634146341463411,-0.22514930007968248,-0.2892214734316548,-0.14662212692608412,5.376915114509654,2.0640686852616737e-07
toc,lab_known,ABC,hgb,test2026,131,0.07959433454656437,0.04740874836052274,0.11083278212844123,0.16973623185836437,0.07022900763358775,-0.13335411147825416,-0.27792986057221125,-0.07087646251175349,4.574642304328678,1.0992003076436843e-05
toc,lab_known,ABC,hgb,POOLED,633,0.08219045164369103,0.06354515975110304,0.10538740568736872,0.19229234143394508,0.07266982622432858,-0.1310120845751399,-0.21520288158651524,-0.06780567414468133,5.337192856711833,1.317475368189666e-07
toc,lab_known,ABCD,ridge,test2023,185,0.09888927241287843,0.0607802770181911,0.1631427955861337,0.2501597589050913,0.0972972972972973,-0.016361966465694877,-0.14922072753476373,0.1225084187703506,0.21858545673695912,0.8272152365726058
toc,lab_known,ABCD,ridge,test2024,112,0.0949349491392747,0.054164259910949066,0.16684575945999763,0.17402511805492615,0.08303571428571428,-0.14330261329019,-0.6522578264491404,0.10904794048509828,0.8312240339854379,0.40763157320783433
toc,lab_known,ABCD,ridge,test2025,205,0.06636637447842045,0.05915139924938653,0.07699462259801444,0.09116868492147295,0.04634146341463411,-0.4321165019027582,-0.6487538144846583,-0.2083554921845033,4.878513324600586,2.1497827271070746e-06
toc,lab_known,ABCD,ridge,test2026,131,0.09941292421365824,0.0692886746397256,0.1281478566603961,0.17118927780452198,0.07022900763358775,-0.41555359478143883,-1.0646259891631136,-0.1951659215306169,4.407253615169999,2.1697595833995047e-05
toc,lab_known,ABCD,ridge,POOLED,633,0.08776529153245924,0.06955177234514873,0.10927851734157719,0.1800128733217369,0.07266982622432858,-0.20772672913145018,-0.3639593026518871,-0.08235058325179846,4.00776660198853,6.860422404895026e-05
toc,lab_known,ABCD,rf,test2023,185,0.09893265767006379,0.06115394002747692,0.15949429848983412,0.26850736140045295,0.0972972972972973,-0.016807870497877797,-0.09644645884820979,0.0339064913502424,0.6416462320715479,0.5219014162904775
toc,lab_known,ABCD,rf,test2024,112,0.09909734857598965,0.04499846149750197,0.1957973172528365,0.19939077384987555,0.08303571428571428,-0.19343043446353136,-0.6429353312438091,0.032343605792884166,1.113646794810701,0.2678364695751007
toc,lab_known,ABCD,rf,test2025,205,0.05340187878352206,0.04544551106164561,0.06760968295079424,0.07758618880612166,0.04634146341463411,-0.1523563316444243,-0.23548132479256237,-0.08206332141881385,3.7656292864163725,0.00021727289503086593
toc,lab_known,ABCD,rf,test2026,131,0.07574314011081591,0.04338074237706464,0.10645058188993942,0.168661657381,0.07022900763358775,-0.07851645157792286,-0.15085019483531403,-0.036365398429471105,4.332103927519204,2.928514424807265e-05
toc,lab_known,ABCD,rf,POOLED,633,0.07941734789038159,0.05952223565405002,0.10424973997964773,0.18958294670523385,0.07266982622432858,-0.09285176553503383,-0.18844348251886728,-0.026978133767333868,2.5845292915090448,0.00997426028284201
toc,lab_known,ABCD,hgb,test2023,185,0.10215652986783301,0.062311762859686495,0.16789823511196197,0.27915604482850387,0.0972972972972973,-0.049942112530505955,-0.1280304454835403,0.0024333306934767114,2.023632866267549,0.04445451495860711
toc,lab_known,ABCD,hgb,test2024,112,0.09590503527597595,0.05183401264103743,0.17267031732389795,0.18412849731409328,0.08303571428571428,-0.1549853710655169,-0.4932182735523463,-0.000986655144661881,1.9445253974978136,0.05436230842344742
toc,lab_known,ABCD,hgb,test2025,205,0.05737449041651166,0.04842862949567613,0.0718064574140365,0.08087893372906721,0.04634146341463411,-0.23808110898788404,-0.3290269920019273,-0.1389799516934947,5.334249746908698,2.538365910280125e-07
toc,lab_known,ABCD,hgb,test2026,131,0.07897886340543732,0.04663767995452699,0.10921393251764139,0.16840128813399036,0.07022900763358775,-0.12459033762090166,-0.2554092602310112,-0.05628662439647872,3.7766886362167567,0.0002408240288966754
toc,lab_known,ABCD,hgb,POOLED,633,0.0817509061895033,0.06297214172032768,0.10479795138803312,0.19173228601789097,0.07266982622432858,-0.12496355691207839,-0.20105041395079631,-0.0681765342020744,5.714624414526688,1.6948115899613825e-08
toc,lab_blind,B,ridge,test2023,185,0.7440429351610415,0.3385420783305434,1.2939129884744855,1.1849714609173658,0.0972972972972973,-6.6471079447107035,-10.149552194598925,-3.8474615943217056,3.7069144614192764,0.0002774859699279257
toc,lab_blind,B,ridge,test2024,112,0.688668896440071,0.46330391797509507,0.9133678858922938,0.8426635706685439,0.08303571428571428,-7.293646924869673,-14.747772013116434,-3.651497220417143,7.374631121772954,3.170650973356527e-11
toc,lab_blind,B,ridge,test2025,205,0.30683831280419366,0.21114366818372965,0.39379568782337293,0.36809215801761186,0.04634146341463411,-5.621247802616815,-7.888603077032899,-3.093853245677216,6.465726349147061,7.301963091921518e-10
toc,lab_blind,B,ridge,test2026,131,0.28953818704725187,0.22946301324036222,0.37119011252879847,0.33271531557161627,0.07022900763358775,-3.1227720112163064,-7.776582080610552,-1.538477153071889,6.134013371116826,9.592953899686474e-09
toc,lab_blind,B,ridge,POOLED,633,0.49859433812658815,0.36350266164283,0.6838532752037789,0.7764053586396624,0.07266982622432858,-5.861091652915878,-7.939132065865412,-4.26647437752974,6.142441206150506,1.4373951990665924e-09
toc,lab_blind,B,rf,test2023,185,0.7808643878646336,0.3859820594833093,1.4162181190817245,1.30326675354686,0.0972972972972973,-7.025550653053179,-10.80203579412975,-4.200695111307524,3.4261521201390077,0.0007550645270334467
toc,lab_blind,B,rf,test2024,112,0.4531298176730279,0.28799702376165454,0.6606368817838589,0.5674374397724441,0.08303571428571428,-4.457047266599906,-9.599649103898104,-2.3178448554924813,5.95747869232637,3.0737955109603055e-08
toc,lab_blind,B,rf,test2025,205,0.34102220685762547,0.2708052791287688,0.4495318101837918,0.4216308640512147,0.04634146341463411,-6.358900253243503,-7.978746877971162,-4.705054128778267,7.753270573589625,4.1764201339282265e-13
toc,lab_blind,B,rf,test2026,131,0.3436273023090996,0.3128753698418831,0.38015880976749694,0.37235376001215115,0.07022900763358775,-3.8929539785317466,-7.916981520481942,-2.369246718509559,11.2213118464261,7.491822016945287e-21
toc,lab_blind,B,rf,POOLED,633,0.4899449926424038,0.3584948626989676,0.6864565416836209,0.7997746619752428,0.07266982622432858,-5.742069137883515,-7.718950435744133,-4.267246096970567,5.679307799967422,2.0637095068352146e-08
toc,lab_blind,B,hgb,test2023,185,0.7757758998453148,0.38301531566960934,1.3808018889003706,1.2821353674871463,0.0972972972972973,-6.973252303965735,-10.6328041629889,-4.173956741860144,3.495671679558543,0.0005925818409344895
toc,lab_blind,B,hgb,test2024,112,0.6613623950086804,0.31626862263730876,1.1388233584797318,0.9797095923149992,0.08303571428571428,-6.964794434513141,-16.739431735426965,-2.55803678659537,3.484042183852491,0.0007079532547329868
toc,lab_blind,B,hgb,test2025,205,0.3338314285044351,0.2455177801919054,0.44449091205678093,0.42632942923521644,0.04634146341463411,-6.203730825622026,-7.551204867849571,-4.617699777199641,7.016368528093786,3.294047075562501e-11
toc,lab_blind,B,hgb,test2026,131,0.2973398997489272,0.2333154964399523,0.37211060044552885,0.35309763856057413,0.07022900763358775,-3.233861615990161,-7.021249255164418,-2.088389311121501,7.774607568652323,2.0318530326861637e-12
toc,lab_blind,B,hgb,POOLED,633,0.5133935219950618,0.37013909444367143,0.7223526034833717,0.8572800991173398,0.07266982622432858,-6.064741291801614,-8.261931154463092,-4.465661653712786,5.558696278092318,4.011782002246292e-08
toc,lab_blind,BC,ridge,test2023,185,0.777652375674669,0.3559509210339698,1.3417747511742308,1.22011241187668,0.0972972972972973,-6.992538305545209,-10.549786637391483,-4.064692390352621,3.7729755125334346,0.00021738051112294327
toc,lab_blind,BC,ridge,test2024,112,0.5087912540181593,0.3426214386315244,0.7343629660795716,0.6282980281668692,0.08303571428571428,-5.127378543014392,-10.247263700989798,-2.860349759424011,6.549856632542047,1.8613751819897218e-09
toc,lab_blind,BC,ridge,test2025,205,0.2855620665990403,0.17906662512570912,0.37516531298659556,0.36030951803242706,0.04634146341463411,-5.162128805558243,-7.780707569039763,-2.4482804919339,5.406796872967236,1.7844912835724554e-07
toc,lab_blind,BC,ridge,test2026,131,0.36235666194037436,0.2929781747942825,0.45602854798239084,0.4065812205301674,0.07022900763358775,-4.15964377328142,-10.330335747391642,-2.225863523294914,7.073204931181335,8.373061107043654e-11
toc,lab_blind,BC,ridge,POOLED,633,0.4847697572145971,0.3471243703075839,0.6730894299847782,0.7623514566110232,0.07266982622432858,-5.6708533981921745,-7.697575575159862,-4.129664879558874,5.834558079799106,8.616356346739298e-09
toc,lab_blind,BC,rf,test2023,185,0.8635870668677239,0.3761398414908622,1.5890054481581146,1.4834940323998889,0.0972972972972973,-7.875755965029384,-12.322438762293942,-4.258856045374197,3.2563150629726816,0.0013437338046903115
toc,lab_blind,BC,rf,test2024,112,0.37868088852278764,0.2536198228376361,0.546961956842386,0.4828741216075599,0.08303571428571428,-3.5604580123174427,-7.650160196801731,-1.9455466786442437,6.2903096778327585,6.450063653059955e-09
toc,lab_blind,BC,rf,test2025,205,0.29771672957750545,0.2617436587069297,0.34336463552001234,0.3270131362226614,0.04634146341463411,-5.424413638251438,-6.525790124607193,-4.334849448064591,13.944242550943377,1.7589052441090136e-31
toc,lab_blind,BC,rf,test2026,131,0.3666467776950708,0.3324297169040698,0.40928891787252375,0.39425068583046174,0.07022900763358775,-4.220731291092859,-8.693278816547867,-2.736190763838275,13.59907671004261,9.537148632913772e-27
toc,lab_blind,BC,rf,POOLED,633,0.4916880321114124,0.33853303560865977,0.7209071911460997,0.8667441479964619,0.07266982622432858,-5.766054876663568,-7.994978293069224,-4.061972741276121,4.8617219957317115,1.4700484770726376e-06
toc,lab_blind,BC,hgb,test2023,185,0.8758504343478879,0.3872295876970525,1.5852399670486819,1.473004681142631,0.0972972972972973,-8.001796130797736,-12.34477021975881,-4.404980380861042,3.3809476579172215,0.0008821712726067181
toc,lab_blind,BC,hgb,test2024,112,0.5935125427549252,0.30037683729643283,1.0083061066405674,0.9052360452534425,0.08303571428571428,-6.1476779342528625,-14.288276897160422,-2.4432322156673547,3.379673126814183,0.001002208120754719
toc,lab_blind,BC,hgb,test2025,205,0.27940367879027794,0.22467538627358374,0.35018821522605253,0.3282286544631044,0.04634146341463411,-5.029237279158634,-5.98057420724647,-4.014613164211897,9.35892419146259,1.5084251917453765e-17
toc,lab_blind,BC,hgb,test2026,131,0.3694705284781123,0.3195530415275439,0.42726879633519965,0.40432841163645605,0.07022900763358775,-4.2609390468079065,-8.803284071821414,-2.810790007215074,11.977061433880808,9.784564387177973e-23
toc,lab_blind,BC,hgb,POOLED,633,0.5279370118887056,0.36595120327037456,0.7620765797585416,0.9207821951488662,0.07266982622432858,-6.264872359251102,-8.550028913373877,-4.519551910284773,5.100734496372924,4.4789126489287877e-07
toc,lab_blind,BCD,ridge,test2023,185,0.7147193569782957,0.31363730716559873,1.2754544681906559,1.1611652486221269,0.0972972972972973,-6.3457267244991495,-9.705057726158719,-3.54895133114651,3.4856376191121905,0.0006138130522395508
toc,lab_blind,BCD,ridge,test2024,112,0.9926407780190443,0.4578655465347437,1.6685845745181473,1.4399336575229842,0.08303571428571428,-10.954383563240103,-17.64882607307731,-6.434563311547539,3.899255704649414,0.00016561335339554747
toc,lab_blind,BCD,ridge,test2025,205,0.23513964769944443,0.17874383293485027,0.29273648376244826,0.28631114986606676,0.04634146341463411,-4.074066081935384,-5.5831437285121925,-2.592346941634314,7.288183358202184,6.762633960579873e-12
toc,lab_blind,BCD,ridge,test2026,131,0.21700989896662537,0.1449228932105589,0.296527822434862,0.28755764443299003,0.07022900763358775,-2.090032257024776,-5.756203451731159,-0.8766589995922736,4.2334742573218,4.318290633571626e-05
toc,lab_blind,BCD,ridge,POOLED,633,0.5055778400033676,0.3317682304165121,0.7300574889160732,0.8969803419277124,0.07266982622432858,-5.95719071135069,-8.00591523541906,-4.192956182556411,4.915941458938716,1.1274678212984549e-06
toc,lab_blind,BCD,rf,test2023,185,0.8548227936729965,0.3784915758446731,1.5357721049748823,1.43141225917583,0.0972972972972973,-7.785678712750242,-12.102536282352673,-4.303625758775215,3.3961934308401216,0.0008372215605326592
toc,lab_blind,BCD,rf,test2024,112,0.40790098861900276,0.28059791243945975,0.565182286217365,0.5152608875376837,0.08303571428571428,-3.912355991970786,-8.864435643227365,-1.9325553331084695,6.5150570994744745,2.201508298098354e-09
toc,lab_blind,BCD,rf,test2025,205,0.23532707576146977,0.19031996097424633,0.28399861894546224,0.2731640830719901,0.04634146341463411,-4.078110582221194,-4.802392180073967,-3.135886693338689,9.749776265763582,1.1124128489596216e-18
toc,lab_blind,BCD,rf,test2026,131,0.2940317826082397,0.23308072793279802,0.34992902756716115,0.33321123169171635,0.07022900763358775,-3.1867569045303723,-6.749815246648409,-1.9920557138568404,8.542129288243673,3.048817360073733e-14
toc,lab_blind,BCD,rf,POOLED,633,0.45906373081771473,0.30787039126937676,0.6852359580579531,0.8324302619126593,0.07266982622432858,-5.3171161219046414,-7.489924250791691,-3.6413211350923285,4.621027724000858,4.63011826245384e-06
toc,lab_blind,BCD,hgb,test2023,185,0.8558689050036572,0.43701138777171517,1.464855691254673,1.341022376398374,0.0972972972972973,-7.796430412537587,-11.62286817889334,-4.854026281381149,3.862875822405355,0.00015512838860409577
toc,lab_blind,BCD,hgb,test2024,112,0.7119082058151764,0.4065622949313663,1.1413619516931572,0.9751884834568615,0.08303571428571428,-7.573518177559114,-15.716091665503217,-3.839518552700882,4.344073911749151,3.107427416741302e-05
toc,lab_blind,BCD,hgb,test2025,205,0.24004491840178285,0.19284704664798594,0.28934651380063076,0.28418416734093843,0.04634146341463411,-4.1799166602490025,-5.139220738763163,-2.9502500464203916,9.074129538332265,9.828564876550788e-17
toc,lab_blind,BCD,hgb,test2026,131,0.29427475192177766,0.220835233040493,0.3656045171923157,0.34164863546096624,0.07022900763358775,-3.1902165762774883,-6.885079571669513,-1.9940565803783836,7.349603860137126,1.9647512661479844e-11
toc,lab_blind,BCD,hgb,POOLED,633,0.5147372310443834,0.3639583118121605,0.7176547165675102,0.8626450051050637,0.07266982622432858,-6.08323189676293,-8.086719607585158,-4.470089831081482,5.453918926860906,7.076874361465922e-08
toc,lab_blind,jake_ref,rf,test2023,185,0.8446667849153101,0.43999637579028367,1.4379359681966095,1.3103910519729023,0.0972972972972973,-7.681297511629575,-11.527123645417662,-4.793632403042187,3.9289174482767226,0.0001206173153581036
toc,lab_blind,jake_ref,rf,test2024,112,0.4946667166966165,0.34704607830829837,0.7230239940536308,0.6370913435558214,0.08303571428571428,-4.957276588174307,-9.769866817704454,-2.9013949151671596,6.554976044052863,1.8159267306068462e-09
toc,lab_blind,jake_ref,rf,test2025,205,0.2300743295680065,0.1809152674284673,0.27487551462334814,0.27727477548989454,0.04634146341463411,-3.964761848572776,-5.233443935401614,-2.446811347387085,7.776142485142855,3.6334768771640334e-13
toc,lab_blind,jake_ref,rf,test2026,131,0.14629930202908145,0.10689903783389465,0.1810230498224342,0.20173817802050475,0.07022900763358775,-1.083174844109748,-2.4298370313908437,-0.46767262269091037,4.125090628602817,6.571192546670487e-05
toc,lab_blind,jake_ref,rf,POOLED,633,0.4391729440862629,0.3008978637872217,0.636398757094391,0.7790902629978445,0.07266982622432858,-5.043401600143576,-6.967670853243086,-3.5276829033931305,4.86124801015901,1.4734457210821305e-06
alk,lab_known,A,ridge,test2023,185,1.6901419381396796,1.3917820541565014,2.122214939338247,2.2288808717844324,1.4318918918918917,-0.18035582693786623,-0.4641115561281304,-0.027283844256762113,1.8567969954267003,0.06493857529754532
alk,lab_known,A,ridge,test2024,112,1.6795838370660394,1.4173986593954897,1.9216375728859507,2.4264049454189323,1.666964285714285,-0.007570378957667323,-0.04185047034531098,0.024803458768557607,0.4418913498859947,0.6594275468357138
alk,lab_known,A,ridge,test2025,205,1.4459045586202162,1.2276089418751093,1.718309569214315,1.9335407813441434,1.4629268292682929,0.011635763530695953,-0.01043283542518369,0.03701011539633526,-0.9823166581980027,0.3271074338651003
alk,lab_known,A,ridge,test2026,131,1.7836090047722022,1.4193661449587007,2.2719194777244907,2.406912188854017,1.8480916030534347,0.034891451362418224,0.008554239990043611,0.060685174047134506,-2.5844699760089185,0.010856551086424852
alk,lab_known,A,ridge,POOLED,633,1.6285195299360817,1.4771085326709263,1.8071284152697327,2.214335835274145,1.5696682464454976,-0.03749281647497971,-0.11221795542471709,0.009501120490192883,1.2210793572087737,0.2225113062855942
alk,lab_known,A,rf,test2023,185,1.504954231934294,1.303372672068971,1.7099436835632185,1.9920184653828494,1.4318918918918917,-0.051025039289710916,-0.11876323968485075,-0.0020779749758207105,1.8242972727713318,0.06972919522123085
alk,lab_known,A,rf,test2024,112,1.658797208704579,1.3875251936455921,1.9031321339440868,2.401194409283568,1.666964285714285,0.004899371318088264,-0.03331358127407119,0.04105501319802028,-0.26295522459917686,0.7930725519937373
alk,lab_known,A,rf,test2025,205,1.4286956379338944,1.2225959647371436,1.6873357039423562,1.9263136131718446,1.4629268292682929,0.0233991137831,-0.00112716383263105,0.048438756078923284,-1.5566926809444919,0.1210934687822215
alk,lab_known,A,rf,test2026,131,1.7566960968720053,1.429822083772375,2.2190379362594372,2.357683403509932,1.8480916030534347,0.04945399136624229,-0.013278724708882533,0.1063615578908078,-1.7839045905347626,0.07677210808495676
alk,lab_known,A,rf,POOLED,633,1.5595760106626197,1.434863327850669,1.7046768812200508,2.1288449563980723,1.5696682464454976,0.0064295342698890146,-0.021815057726151194,0.03026439396773106,-0.49012958199876516,0.6242123065683474
alk,lab_known,A,hgb,test2023,185,1.6314827521593844,1.4097007647117497,1.8836899812019912,2.110997557252241,1.4318918918918917,-0.13938961551334894,-0.2590742329825543,-0.05758598968913038,2.908109283375984,0.00408385673167688
